2025-09-03 15:14:58 | INFO     | __main__:main:11 | ============================================================
2025-09-03 15:14:58 | INFO     | __main__:main:12 | TRADING SYSTEM - FASE 4 - INICIANDO
2025-09-03 15:14:58 | INFO     | __main__:main:13 | ============================================================
2025-09-03 15:14:59 | INFO     | storage.database_postgres:create_news_table:200 | Tabela 'news' verificada/criada.
2025-09-03 15:14:59 | INFO     | storage.database_postgres:create_fundamentals_tables:387 | Tabelas de fundamentals criadas/verificadas
2025-09-03 15:15:00 | INFO     | data_collectors.market_data:collect_multiple:134 | Starting collection for 1 symbols
2025-09-03 15:15:00 | INFO     | data_collectors.market_data:collect:28 | Collecting data for PETR4.SA - period: 30d, interval: 1d
2025-09-03 15:15:02 | WARNING  | data_collectors.market_data:_validate_market_data:122 | Found 6 potential data gaps for PETR4.SA with interval 1d.
2025-09-03 15:15:02 | INFO     | storage.database_postgres:save_market_data:106 | Successfully saved 2 new records for PETR4.SA to PostgreSQL.
2025-09-03 15:15:02 | INFO     | data_collectors.market_data:collect:49 | Successfully collected 30 records for PETR4.SA
2025-09-03 15:15:03 | INFO     | data_collectors.market_data:collect_multiple:144 | Collection completed: 1/1 successful
2025-09-03 15:15:04 | INFO     | data_collectors.news_collector:fetch_news:94 | 🔍 URL da API: https://newsapi.org/v2/everything?q=Petrobras+OR+investimento+OR+bolsa&sortBy=publishedAt&language=pt&pageSize=100&apiKey=a01ed35294254f1289883595e9a0a1d5
2025-09-03 15:15:05 | INFO     | data_collectors.news_collector:fetch_news:98 | 📡 Status da API: 200
2025-09-03 15:15:05 | INFO     | data_collectors.news_collector:fetch_news:108 | 📥 83 artigos retornados (total disponível: 5522)
2025-09-03 15:15:05 | INFO     | data_collectors.news_collector:process_and_store:151 | 4 notícias relevantes inseridas no banco.
2025-09-03 15:15:05 | ERROR    | __main__:main:89 | Erro crítico no sistema: Can't instantiate abstract class FundamentalsCollector without an implementation for abstract method 'collect'
2025-09-03 15:20:40 | INFO     | storage.database_postgres:create_fundamentals_tables:387 | Tabelas de fundamentals criadas/verificadas
2025-09-03 15:21:01 | INFO     | __main__:main:11 | ============================================================
2025-09-03 15:21:01 | INFO     | __main__:main:12 | TRADING SYSTEM - FASE 4 - INICIANDO
2025-09-03 15:21:01 | INFO     | __main__:main:13 | ============================================================
2025-09-03 15:21:02 | INFO     | storage.database_postgres:create_news_table:200 | Tabela 'news' verificada/criada.
2025-09-03 15:21:02 | INFO     | storage.database_postgres:create_fundamentals_tables:387 | Tabelas de fundamentals criadas/verificadas
2025-09-03 15:21:02 | INFO     | data_collectors.market_data:collect_multiple:134 | Starting collection for 2 symbols
2025-09-03 15:21:02 | INFO     | data_collectors.market_data:collect:28 | Collecting data for PETR4.SA - period: 30d, interval: 1d
2025-09-03 15:21:03 | WARNING  | data_collectors.market_data:_validate_market_data:122 | Found 6 potential data gaps for PETR4.SA with interval 1d.
2025-09-03 15:21:04 | INFO     | storage.database_postgres:save_market_data:106 | Successfully saved 0 new records for PETR4.SA to PostgreSQL.
2025-09-03 15:21:04 | INFO     | data_collectors.market_data:collect:49 | Successfully collected 30 records for PETR4.SA
2025-09-03 15:21:05 | INFO     | data_collectors.market_data:collect:28 | Collecting data for AAPL - period: 30d, interval: 1d
